	slope	pval	qval
AC009310.1	0.0380026655505428	0.0042477713054311	0.06850644936664538
PAX3	0.3890630355472845	1.5888350495587978e-05	0.002636403739377322
ACSL3	0.2105699482517551	0.0001698556700087	0.010317781081221868
FAM124B	0.2379034248732794	0.004640113941259	0.0719293576393908
CUL3	0.2146078523026269	0.0056359650523701	0.08088291381151118
MFF	0.1465320954750029	0.0021080779626578	0.045433948731707315
TM4SF20	0.3899329109147549	0.0004604261385463	0.018427847328093556
AGFG1	0.2634994797186509	0.0020113860748654	0.04420514838931237
PID1	-0.4741165143391367	0.0006162755185746	0.021818231588861585
AC009950.2	0.2853751107170202	0.0001081230428237	0.0080202544122856
RP11-98F19.1	0.0708822457445946	0.0019721811193291	0.043766386856265944
SP110	0.1344819741626659	0.0028526356614144	0.05422391574788821
SP100	0.1805940748176743	6.686081409039192e-06	0.001455910091736286
RN7SL834P	0.2250842843499311	0.0035797667602097	0.062020509988374474
LINC01907	0.5077980271635271	0.0001483131484239	0.009593259951134537
CAB39	0.2681616454622302	0.000367721873546	0.016021286927871695
COPS7B	-0.084170726346871	0.0034368678042133	0.06070391064056286
RP11-690I21.2	0.2543255428278329	0.0017373692279877	0.04059444416961367
DIS3L2	-0.1898911161065283	0.0061580759977478	0.0856732122500122
AC068134.10	0.239147257372066	0.0008297390615745	0.025943364747694788
DGKD	0.1229843697252783	0.0065957873977108	0.08903986785752423
ARL4C	-0.3702349101501411	0.0055296086288316	0.07986042176327372
AGAP1	-0.3707333108625013	0.0006722983868358	0.02288161691654613
AGAP1-IT1	-0.1268202208810927	0.0072679349755378	0.09428971154576035
RAMP1	-0.3176360568415729	0.0053615364844379	0.07828216094100932
ILKAP	-0.1279651353215209	0.00094862843362	0.0281301050777746
HDAC4	0.2468455835208902	7.783139178212858e-05	0.006724622064862349
NDUFA10	-0.1077534335559153	2.0974498781634103e-06	0.0006156128158532092
COPS9	-0.1296731395862281	0.0078866029838855	0.09874895185694431
ANKMY1	-0.0971700492399061	0.0077523742327345	0.09787641399478304
CAPN10	-0.118349455306091	5.4457137324004704e-05	0.005567273484629335
GPR35	-0.1968615610532265	0.0002727488581707	0.013649201121084021
CROCC2	-0.5723525849537487	0.0001439733176804	0.009384510366291177
AC104809.4	-0.8947983836989851	1.6737611121875492e-05	0.0026953972459157136
AC104809.2	-0.2975231422394403	0.0070258673671589	0.09244544500070828
SNED1	-0.2238823904095986	0.0051275243766935	0.07641873075961003
HDLBP	-0.139648230658622	0.0002992181542939	0.014341455205630016
STK25	-0.1664977707475527	2.9346332586644185e-06	0.0008050628083266731
BOK	-0.361463535172803	0.0035533775642548	0.0618325863236069
THAP4	-0.1922415857471864	4.2011702871734774e-05	0.004679422880600458
ATG4B	-0.1181196067600682	0.0001243857157889	0.008584658655306736
IL5RA	-0.4177966288963531	0.0031613132196434	0.057862392541795996
CRBN	0.1439639775440851	0.0041378345730205	0.06745078083318456
LRRN1	0.5543318700013229	1.169949247852031e-07	5.652200826436998e-05
SRGAP3	-0.2384981651291575	0.0017555310146465	0.04083423483237398
THUMPD3-AS1	0.1287274522307807	0.0053113536939177	0.07788273458457025
BRPF1	-0.0876121679257831	0.0063035066838984	0.08677259389103319
IL17RE	-0.2820597134901475	0.0006841593641322	0.023090579898420636
RP11-169K17.4	0.2484690772377492	0.0046976452469613	0.0726292408162309
SYN2	0.3492737115482767	0.0048339656555554	0.07389970682388138
AC091492.2	-0.1614932647204444	0.0012954059318121	0.03411423088735464
MKRN2	0.091247687709282	0.0007997852397668	0.02546038289019551
CRIP1P1	0.2024217103849165	0.0009553623546122	0.02825305615546545
TMEM40	0.2812736362144338	0.0067280103013579	0.08989352986846731
FBLN2	-0.2593306306410784	0.0059806706329448	0.0839755069942702
TMEM43	0.2361032888319437	0.0002056402586478	0.011660964614676129
AC093495.4	0.4199997221190829	0.0005732949330351	0.020878797187626537
XPC	0.1440766582632615	0.0052271865423527	0.0772218782272675
C3orf20	0.4095334644830491	0.0007053121943542	0.02346075320081792
SH3BP5-AS1	0.1417478094473403	0.0040458445688864	0.0666202986972484
BTD	-0.09824010401825	0.0014613116481453	0.03697230629374762
ANKRD28	0.3448878521734007	4.257381388750406e-09	2.8002284912609903e-06
RAB5A	0.1493939522661306	0.0006739403986662	0.02290893788542042
HMGB1P5	0.200598283116328	0.0029289334544851	0.05504176769268523
RPL15	-0.1095864274190412	0.0055944468694743	0.08045628121663355
THRB	0.2961502523368978	0.0005340819950144	0.020089334067288665
THRB-AS1	0.2845508961633823	0.0003181392711615	0.014831647387915122
AZI2	0.1657048498251224	0.0075377775341525	0.09639314854636993
CMTM6	0.297332266618875	0.0004467066274401	0.018185390160484666
AC104306.4	0.0680330970192708	0.0023906114236151	0.04870258402343502
CCR4	-0.2784661045789017	0.0049592539558277	0.0748715685720536
CRTAP	-0.1125303246510927	0.0021196629108144	0.04553687435837441
RP11-640L9.2	0.303544274787819	0.0062131647363421	0.08602310151823178
LRRFIP2	0.1653165780420039	0.000861933387245	0.026554844953575792
GOLGA4	0.1169514263927432	0.0051295454928078	0.07642798786663849
RP11-815I22.1	0.0828948733442938	0.0037294730927597	0.063525552287032
SCN5A	0.5085536553761285	0.0026293526714342	0.051485516871928205
RPSA	-0.1489664433730685	0.0047370192556414	0.07301054635911217
EIF1B-AS1	0.2620590256642645	0.0041223266739364	0.06731630527262353
HHATL-AS1	0.3526458437367674	0.0027327110506442	0.05262227925106461
RP11-188P20.3	0.2763017704968143	0.0006888674715911	0.023156806040087023
TCAIM	0.2799660271562397	0.0001203109246958	0.008420530770503991
LINC00694	0.368113016657985	0.0033944796138938	0.06020514330139387
LINC01988	0.3602005922936946	0.0033986174735525	0.0602393912714864
ZNF445	0.1791016892553371	0.0017326705370668	0.04056148231684039
ZKSCAN7	0.4637510188667547	2.16392911573876e-06	0.0006253926289649451
ZNF660	0.2952288241016169	0.0004475983141734	0.018194554852832653
ZNF197	0.1449610502542121	0.0003869192310918	0.01655383594338836
ZNF502	0.415799003856272	4.0496326438236354e-06	0.0010141171802367885
FLT1P1	0.7087862947988764	1.0784540444409255e-05	0.002023194611481753
CCR2	0.3476610871000473	0.0079450017323372	0.09932070862646035
CCDC12	-0.106765122342979	0.0009661150860467	0.028447764173388047
PTPN23	-0.1390585587484936	0.0010343385214794	0.02965181752052236
DHX30	-0.1425709961075213	0.0001540766448376	0.0098631563678016
MAP4	-0.1592005154590178	0.0067163654957613	0.08989352986846731
FCF1P2	0.1585589006002654	0.0070579746295869	0.09275612686047376
SPINK8	0.4269606376159897	0.0010856423819611	0.030629141558666858
CELSR3	-0.3098906072561525	5.73033850692949e-05	0.005750563231071594
P4HTM	-0.1498112622611448	0.0015618865193949	0.0384925001522773
WDR6	-0.1146340532894163	0.0032077820743526	0.05828141852733379
DALRD3	-0.0900620501701274	0.0076360008458823	0.09694524608800151
NDUFAF3	-0.1746712926156718	5.236353844157243e-05	0.005454992102088241
QRICH1	-0.1091147235815607	0.0002412597529525	0.012807076408039955
QARS	-0.1163888003399074	3.94990395142188e-05	0.004501736044175851
C3orf62	0.217506305900725	0.0057275314958621	0.08176896809028766
UBA7	-0.1491371793639244	0.0007613362703629	0.024666391496529043
CTD-2330K9.3	0.2164299637515097	0.0060812813980665	0.08492947405557594
RBM5	0.1021119526869405	0.0022104123003353	0.04659692888346653
SEMA3B-AS1	0.2155952561659759	0.0068006629553233	0.09066222028254203
SEMA3B	0.2205523264601857	0.0014136320429221	0.03623145562779497
NAT6	-0.1787197170202328	0.0068277591889925	0.09084597359139131
RASSF1	-0.1401195431045446	0.0022662780522534	0.04725671133890917
LINC02019	-0.1586199254528333	0.0049346762507703	0.07466570007817412
PARP3	-0.2327110650947879	0.0007509345166065	0.024460034087459455
ABHD14B	-0.1725330551600628	0.0030590673447537	0.05662957086632553
NISCH	-0.0759467041924987	0.0064063660402913	0.08747782262921026
RPS15P5	-0.2555924190892326	0.0007561828974304	0.024601630951442428
ERC2-IT1	0.0437633688106071	0.0056173478855876	0.0806581419700153
FAM208A	0.1398642811108197	0.004715538524134	0.07278221066144284
SLMAP	0.2326363520511907	2.1110687634553268e-05	0.0031317246177867716
FLNB	-0.1802368971330919	0.007198716986677	0.09368113414461758
PXK	0.2115873375835911	6.786909054746237e-05	0.006279846425706891
C3orf14	-0.2252101304702618	0.0020360386578746	0.04446056896427606
PSMD6-AS2	0.3130267138094944	0.0008529968098317	0.02639841374281869
EOGT	0.1645129200103446	0.0014020312973533	0.03609586429599916
TMF1	0.1561391779557951	0.0029131903959838	0.05489709703056528
UBA3	0.2280189280428936	0.0008307960304345	0.025956594809511437
ARL6IP5	0.1601773549271009	0.0037293790944855	0.063525552287032
FOXP1-IT1	0.2834305101693267	0.0034822472324592	0.06112871848709488
RP11-154H23.4	0.3450999040951782	0.0015451365512212	0.0383430254624809
EIF4E3	0.2238353855260967	6.708604608762772e-05	0.006279846425706891
PROK2	0.3804933515418059	5.217915455093322e-05	0.005446585860888234
RN7SL271P	0.2289830389814352	0.000396374472838	0.016839181685395898
RP11-447M4.1	0.0692231469272964	0.0019915841201024	0.04410732668747676
FTH1P23	-0.2653835570925782	0.0040313885940083	0.06659048899367659
PPP4R2	0.2814062238215971	0.0002843969142049	0.013912003889134321
CHMP2B	0.1408944267228288	0.0080325747599057	0.09999870299068973
PROS1	0.3124411482782703	0.0043713247492235	0.06963506294415212
ARL13B	0.1963994172897458	0.0068483584016257	0.09092061815699179
HMGN1P7	0.0643456880323059	0.0066728505364637	0.0896589358815226
NSUN3	0.2452452513406131	0.000107356190228	0.007984726344587162
ST3GAL6	0.3640046239432989	0.0014865501098881	0.03727778759715717
PDLIM1P4	0.2909575217779206	0.0047286958136671	0.07292343555359161
DCBLD2	0.2630918210297135	0.0013908752896512	0.03588405662222983
FILIP1L	0.2494058203389579	0.0017924414813682	0.04136808930622159
TBC1D23	0.1561384378267637	0.0045514213567443	0.07119692871344498
TMEM45A	0.624689610961101	1.784114044453479e-07	7.982836152298846e-05
NFKBIZ	0.22311894174081	0.0001081276972348	0.0080202544122856
RP11-861A13.3	0.2036143145344512	0.0059373991885622	0.08364761200051295
CD47	0.1011988572684919	0.006655301102562	0.0894888262043027
IFT57	0.1530146403305042	0.0021110079602611	0.04547914229146566
BTLA	0.2501711124129085	0.0036384424906186	0.0625408855314391
ATG3	0.1233358671981863	0.0052197864768894	0.07718271488254229
SLC35A5	0.209833772798351	0.001677211249041	0.03982701892459603
ATP6V1A	0.2024116466003191	0.0011500349550436	0.03172446097308753
RP11-274J15.2	0.2276525086556652	0.0018705319087623	0.04247756986819945
ZBTB20-AS1	-0.3917409875759399	0.0041339570177292	0.06740866977014069
B4GALT4	0.189078452698698	0.0033177365042457	0.059549587792475295
GSK3B	0.1641697716183241	0.0058381766042023	0.08265492391477917
RP11-18H7.1	0.4427395122824133	0.0006871750921774	0.023128826308391397
RN7SL397P	0.0498288113901575	0.0046964638221602	0.0726292408162309
GTF2E1	0.2105466460209584	0.0034287730616185	0.06061644397016747
SLC15A2	0.20468240364195	0.0011409846027076	0.03152258675658568
WDR5B	0.1890525344560438	0.0025018192695306	0.05012626900830891
PARP9	0.2952261973052229	1.4331360770763892e-05	0.0024680682876894082
DTX3L	0.1909629617539771	0.0015698138659138	0.03858589759926437
HSPBAP1	0.154595178095794	0.0077765476266181	0.09803433051884727
DIRC2	0.1753872339786366	0.0069694519051525	0.09194691116628449
LINC02035	0.3104043965655525	0.000373707546794	0.01621736279378223
SEMA5B	-0.2341052173959154	0.006295256583068	0.08671493172439673
UMPS	0.1448446474031323	0.0071775204217844	0.09348300588794485
ZNF148	0.2188163569197061	0.0006387052586533	0.022237370842092444
OSBPL11	0.1884765275349179	0.0020056987477992	0.044151313091145526
SLC41A3	-0.1413997363948037	0.0004117712931337	0.01723272155844431
RP11-124N2.1	0.1351350673251957	0.0065265934746222	0.08854160701640401
ZXDC	0.1370405677700924	0.0075807186296288	0.0966028458050176
RP11-88I21.1	0.1917495230579061	0.0062417262883494	0.08625660748274264
GATA2	-0.3485097990265924	0.0020802747398664	0.04510181040460147
KIAA1257	0.2968194633339537	0.0008391357890485	0.026141092546928122
RP11-723O4.7	0.2485915166718971	0.0045805136264493	0.07142513564556417
RP11-723O4.6	0.494408953683875	0.0001623273394765	0.010069104349566432
ISY1	0.1073669315352432	0.0075266087454396	0.09629543581697649
CNBP	0.1020147749517193	0.001655128213363	0.039664951459136476
TMCC1	0.123807145492626	0.006703708208133	0.08985240326501269
TMCC1-AS1	0.3054965509672027	9.40169772349904e-05	0.007494143619708625
RP11-65E22.2	0.4290441378624229	0.0016280646599371	0.0392749915666311
TOPBP1	0.1095014531329783	0.0024127236697408	0.049019505239482605
CEP63	0.1487711925884691	0.0077592578655483	0.09794067176786424
PCCB	-0.1082259832037472	0.0044902087500134	0.07066286424927401
STAG1	0.1683369413652284	0.0001084696556002	0.0080347020875524
RP11-102M11.2	0.2223106003785172	0.004864936872985	0.07415576194852733
RP11-731C17.2	0.3251706091745692	0.0005536627397355	0.0204824215623024
NCK1	0.1219189565298137	0.0010116397239552	0.029267321574012864
ARMC8	0.1288027068186086	0.0001512224902244	0.009746798330968648
PIK3CB	0.136518200493579	0.0042456752151752	0.06849982961866831
COPB2	0.1535587170761466	0.0033362678051694	0.05967677982300389
RP11-319G6.1	0.2204126792107221	0.002028206583271	0.04437977794940145
PXYLP1	0.4357111438748686	0.0001123277983661	0.008143690794690746
RASA2	0.2377368556095751	0.0002007430801963	0.011486888827883701
XRN1	0.1625237892815294	0.0003212572364871	0.014938735139952098
PCOLCE2	0.3439287874991374	0.0077912425669755	0.0980588106660524
PAQR9	0.4885286910333502	0.0018234916421307	0.04175853233365542
U2SURP	0.1116984695622431	0.0010969650489889	0.030821161067628427
PLSCR2	0.497408207108636	8.411568989293483e-05	0.007125764958112477
RP11-329N15.3	0.5070219960628615	0.004187935474516	0.0678420692655126
PLSCR1	0.2829505038270696	7.632674176088228e-05	0.006666927177936136
CPA3	-0.6349477358559394	0.0001240045673617	0.008580047327515751
UBQLN4P1	0.4373895463853792	0.0016123225655644	0.039189632012151254
GYG1	0.3845620421352391	0.0004880408846596	0.01909186282673652
HLTF	0.1561696099424684	0.0035111656205271	0.061436395370453666
RNF13	0.2203560499640152	0.0022729759622707	0.04730752991327008
NPM1P29	0.293664129962878	0.0042610074505214	0.06867933827542494
HNRNPA1P24	0.132022093735482	0.0020010449602466	0.044151313091145526
RP11-167H9.4	0.0337943230887513	0.0017843409553838	0.041258255585053964
CLRN1-AS1	0.6233699354699836	0.0035735399144424	0.06195195014583662
MINDY4B	0.6458965194891648	0.000388886440942	0.01659127368874231
RP11-166N6.2	0.8383584469389138	0.0001309995387154	0.008894933852675518
CLRN1	0.3713865836832788	0.0045456065540581	0.07118581554765915
MED12L	0.2821030800360658	0.0018574193806399	0.042267711057896375
P2RY13	0.4497271247899977	0.0064096452204372	0.08750071314681361
P2RY12	0.3362568733904992	0.0033902920527512	0.060150413956383986
MBNL1-AS1	0.2022798089463539	0.0011044605085226	0.030888357567270524
PLCH1	0.378311205106745	0.0003580877499208	0.01581612171818472
RP11-118D22.3	0.0810258354529305	0.0040706035424518	0.06676550808046955
RP11-550I24.2	0.2997130124034213	0.0032992655978069	0.05947587543956068
SHOX2	0.4407476857471162	0.0004414136358219	0.01805067655939263
RP11-538P18.1	0.0843238766139418	0.0013523720962111	0.035173271784829145
LXN	0.304098960552066	0.0010883099467663	0.030661578610917443
MFSD1	0.1786350255967091	0.0079749722899737	0.09953582241752269
GPR79	0.237478563319228	0.0075790905237766	0.0966028458050176
RP11-170K4.2	0.2974818156028104	0.0074944299128727	0.0961078382542077
IQCJ-SCHIP1	-0.262196969191849	0.0011886844338017	0.03241391638866254
SCARNA7	0.3386258765394561	0.0004771315524932	0.018847732064912283
RPL23AP42	-0.2057261380775115	0.0079330722856269	0.09921701769002146
SAMD7	0.2506006247899605	0.0003134902587898	0.01469949099899525
RP11-379K17.4	0.3386204718995041	0.004301401350576	0.06894365899314299
FNDC3B	0.1624631354443625	0.0049380025658853	0.07467232151611826
GHSR	-0.2402529393605622	0.0068204954572408	0.09079358400431353
TNFSF10	0.4275153925038145	0.002316314722932	0.04789858081602415
SLC31A1P1	0.3693285641328579	0.0050458569503262	0.07570567593849736
RNU4-4P	0.0366698814153025	0.000218949000892	0.012120475454817566
LINC00501	0.2395579937045839	0.0011970236775529	0.032513915824943056
PIK3CA	0.2304853971800935	0.0001490597883542	0.009630144338263298
CCDC39	0.3168394043636121	0.0018354313511039	0.04189088528566759
RP11-225N10.1	0.216048828310139	0.0014340403528999	0.03654861388679334
ATP11B	0.24546297025658	0.0013600469481451	0.035329966893834816
RP11-531F16.4	0.2463618219805395	0.0066345335518741	0.08935921993145081
KLHL6	0.1471486544922621	0.0001651905473845	0.010155498156322775
ABCC5	0.206809485408827	1.9921308286197236e-06	0.0005975516823956481
RP11-778D9.4	-0.2134256962707005	0.0054589569278962	0.07919505377258139
DVL3	-0.074132278138921	0.0037515181608683	0.0636626917743619
AP2M1	-0.1144469786626435	0.0039903366467234	0.06615258372849192
ABCF3	-0.1159014909194576	0.000215619777015	0.012035904771782084
VPS8	0.2367963188035249	2.75888955773216e-05	0.0037005724505089453
SENP2	0.1368595131719925	8.512218195859629e-05	0.007182365003838777
NMRAL2P	0.5942762679349711	0.0007214515910107	0.02381321096646603
BCL6	0.3652412895097343	6.772349095492952e-05	0.006279846425706891
RP11-211G3.2	0.387951863916412	3.7541631459656894e-05	0.004403019928451096
RP11-30O15.1	0.2801199105570042	0.001916812632855	0.04300971444834367
RP11-430L16.1	0.1885284361387299	0.003319648224397	0.059549587792475295
TPRG1-AS2	0.0447574315659917	0.0012150053659062	0.0326425063659209
IL1RAP	0.2523294322887826	0.0055332579733917	0.07987086707652027
HRASLS	0.4069224358916805	0.0008695261203371	0.026668970432541978
ACAP2	0.1632763557785889	0.0042880030744725	0.06886970506952146
PPP1R2	0.0930689402652669	0.0058449016947342	0.0826858961697148
ZDHHC19	0.7691462383305167	0.0007600657205983	0.024648271476440962
SLC51A	0.3567749540781615	0.0022229218566277	0.046724482947667643
UBXN7	0.1126662565065669	0.0071922940630547	0.09364219353452949
CEP19	0.4366630932503902	0.0008903259598219	0.02703259449849207
RUBCN	-0.1468702012411785	0.0001010525347419	0.007695718596075565
ZNF595	0.2800276017526939	8.944654112069913e-06	0.0017942519280490755
ZNF721	0.1575418968397211	0.0043934752715279	0.06983404873809011
PDE6B	-0.1647710955019037	0.0047452755707897	0.07311715607128177
MYL5	-0.1070041532211082	0.0072428981902636	0.09407619786621754
PCGF3	0.144457656426831	0.002500656376407	0.05012626900830891
RP11-1191J2.4	0.2142724555604216	0.0039293480042922	0.06544008321128247
RP11-440L14.4	0.2985154049816242	0.0016179055140319	0.039262390857152565
CPLX1	-0.2936160776472923	0.0044131487691342	0.07002751830372576
IDUA	-0.2140885705703605	0.003335831946291	0.05967677982300389
FGFRL1	-0.3086907726209276	0.0022486171460201	0.04703314453468556
RNF212	-0.3462551429914788	0.0003602390973395	0.01587053791432092
SPON2	-0.498568034311951	0.0002281883307305	0.01237066271225368
RP11-20I20.4	-0.5520584202481285	0.0001702713572142	0.01031797116488325
LETM1	-0.1088453261312118	0.0023113125596429	0.047885835011774264
NELFA	-0.1315747531858778	0.0008180646036856	0.025740508844037047
MXD4	-0.3088654090481928	9.009319843645587e-10	6.225782138029112e-07
MFSD10	-0.1145083655433794	0.0034998996181786	0.06133756659891048
NOP14-AS1	-0.1234005261332502	0.0048708046363287	0.07415576194852733
HTT	-0.1555684037529461	0.0001091512526627	0.008052412412651512
RP11-265O12.1	0.3124269897340923	0.0068576273519024	0.09097730070353727
STX18	-0.1006949091962499	0.0002264422456916	0.012300432912234654
CYTL1	-0.3042433476811949	0.0019228116561605	0.043099189426765834
STK32B	-0.3536186881835351	8.524233460959429e-07	0.00030217854097447865
EVC2	-0.5405156510183918	6.272156149913512e-07	0.00024113348488456228
EVC	-0.3166296795228656	5.840537027528881e-05	0.005785307821884743
CRMP1	-0.3302017750419554	7.915845683386818e-05	0.006816117469202731
MRFAP1L1	0.1307161388448701	0.0052584360282071	0.07747005843548294
KIAA0232	0.1759443721528943	0.0042817753151938	0.06886970506952146
TBC1D14	0.2863239616170619	0.0003480961845935	0.015602721674453054
SH3TC1	-0.1923732818361313	0.0002200024646328	0.012120475454817566
RP11-448G15.3	0.2513542569743704	0.0079490120678502	0.09933490262194483
BOD1L1	0.2163964980109206	0.0001013310939653	0.007695718596075565
FBXL5	0.180649933431824	0.0061793352057982	0.08579406601091946
RP11-442P12.2	0.3288117958047752	0.0002020980635802	0.011516636207693401
FGFBP2	-0.4296542780339741	0.0024992506499893	0.05012457438802934
PGM2	0.2690747496717824	0.0036628517422664	0.06284173548516886
RP11-177C12.5	0.4259225450427484	0.0056757628494334	0.08124049435665134
RP11-177C12.1	0.5342229948569295	0.0012976410234776	0.03414015361623573
LINC01259	0.2837560266768531	0.0053306638183081	0.07797738455763019
TLR10	0.5170010354568454	3.825236227406207e-05	0.004433700554704027
TLR1	0.3489420577598025	0.0007429821085474	0.024273416678527625
TLR6	0.3494406307206333	0.0005806385324708	0.02103398723599596
UGDH	0.140645068619953	0.0051765421542688	0.07682874738946865
SMIM14	0.1675406521900045	0.0036327449289426	0.06252837642319387
RBM47	0.3505230447326237	0.0003604826167526	0.01587053791432092
RP11-588L15.2	0.3456258182540403	0.0018327971568225	0.041881985092195026
NSUN7	0.4910613849978593	0.00017379773182	0.010456616921378078
ARL4AP2	0.4347733384095831	0.0007555464826855	0.02459558353176316
APBB2	0.2560568379474379	0.0025084500423201	0.05018003104079842
TMEM33	0.2244139711668818	0.0028015321906281	0.05370127996866897
DCAF4L1	0.4487413127772778	0.0023157825999432	0.04789858081602415
RP11-814H16.2	0.1870389586446267	0.0021950500802319	0.04639194888531442
RP11-109E24.1	0.2989090359197704	0.0001146544479736	0.008203960010596383
RP11-317G22.2	0.0196940272703549	0.0038054069463241	0.06415836195606092
RPL21P44	0.2914570233993037	0.0041534973162997	0.06757948420633206
RP11-571I18.4	0.3116327469475787	0.0003189841578036	0.014858347391479634
CHIC2	0.2016690109633584	0.0032080829182781	0.05828141852733379
LRRC34P2	0.0194158861469526	0.0071783550828375	0.09348300588794485
TMEM165	0.2669785814854365	0.0039950246081038	0.06619010118531188
EXOC1	0.2232255718115544	0.0002517611595269	0.013052369630477232
RNU6-652P	0.0422420438093898	0.0074970736734045	0.0961078382542077
CEP135	0.1857722006093452	0.00097931774213	0.02865904089315986
PPAT	0.1733220671058678	0.0079639743323039	0.09946677802542542
REST	0.1305186337965215	0.0025950058927447	0.0511247064946657
RP11-704M14.1	-0.6250223624401526	1.289823334774327e-05	0.00229361679127036
RP11-618I10.1	-0.2274318404867074	0.0058809047921364	0.08303642083382695
SULT1B1	0.5061839958915871	0.001024908984269	0.02948931300545612
ADAMTS3	0.6140009658320134	0.0013841472793014	0.03574595441935226
CXCL5	0.3393264713310149	0.0061790931262816	0.08579406601091946
THAP6	0.1805724334599628	0.0007406475006974	0.02423385230089409
NAAA	-0.1976721074249401	0.0003522405275909	0.01569756316917748
CCNG2	0.2219130963270004	0.0010621808831628	0.030217081174373935
CTB-179I1.1	0.0681234984420208	0.0012517728722088	0.03335128581728785
ANXA3	0.5307069514785869	7.432869261059444e-05	0.006610978920073592
LINC01094	0.486516809992821	0.0001609264526501	0.010006032919218973
ANTXR2	0.2363202966663187	0.0007119587444343	0.023570195134116012
BIN2P1	0.2375712784652841	0.0071279861252916	0.09309472868452055
HNRNPD	-0.0898644138450563	0.0051632161866726	0.07672027709930065
SEC31A	-0.1289527160248632	0.0039603263736935	0.06571627376705745
WDFY3	0.3482033045213544	2.680390295749388e-05	0.003631527001202884
WDFY3-AS2	0.3581000044104511	0.0019122221349429	0.04298469876769332
ARHGAP24	0.240831010119951	0.0017027091269327	0.040270389033254805
AFF1	0.1560811508044498	0.0004153055736903	0.017293944987719953
KLHL8	0.3554826176924912	0.000454549024462	0.018354097887152
HSD17B13	0.2652321965719739	0.0016717304268576	0.03982701892459603
HERC3	0.1388827816606379	0.0016272718317041	0.0392749915666311
FAM13A-AS1	0.199858317506333	0.0060965028533951	0.0850550175754013
FAM13A	0.1656728435335118	0.0001661552535157	0.010180412570066324
RP11-115D19.2	0.0760967424554775	0.0040838043785635	0.06684948984543886
HPGDS	-0.3999959721436051	0.0009925310807383	0.02885210690078023
DAPP1	0.2487075089585241	7.579856688550407e-05	0.00665272566465183
LAMTOR3	0.208376428189504	0.001751185147649	0.040817653992840396
DNAJB14	0.232921123085149	0.002242423967312	0.046957579295549175
LINC01218	0.2021837852982189	0.0077695836690172	0.09802567868245597
PPP3CA	0.1582854084927563	0.0072348208172641	0.09403889001335279
MANBA	0.1405661741284663	0.0008485132144308	0.026304391483365268
LRRC37A15P	0.2863539288049869	0.0026960238319653	0.05211803577714223
KRT8P46	0.288408757133794	0.0046376434636019	0.07192563408095312
RP11-556I14.1	0.1727504834476119	0.0053245985864794	0.077972233377973
AC004069.2	0.4590759882223486	0.0001100618232179	0.008065094031022279
TET2	0.217978367842534	0.0006136386419566	0.021767225953018002
INTS12	0.0996699855151035	0.0052744023623244	0.07759099266074201
CYP2U1	0.2082635833242669	0.0018352408854751	0.04189088528566759
PLA2G12A	0.1227573536554802	0.002910108810813	0.05489587429160445
EGF	0.3872779841081001	0.0008323270354721	0.025978051957804144
C4orf32	0.1923197545712003	0.0003174688352154	0.014813041582973604
TIFA	0.2062426480195131	0.002655610669535	0.05166797543930867
ALPK1	0.4232796137239651	3.3619915647190895e-06	0.0008866562487977996
RTEL1P1	0.3849529626262462	4.428236658199359e-05	0.004856398383328541
RP11-402J6.3	0.2882088618210743	0.0025745321017605	0.050850048187925295
LARP7	0.184638245408504	0.0020308192215933	0.04439987302571943
NDST3	0.4533563629492398	0.0002057140202142	0.011660964614676129
USP53	0.2115607883151044	0.0023991052071483	0.0488215620464068
C4orf3	0.1933690880030288	0.0025650902622971	0.05082882308505383
RP11-548H18.2	0.3264454476763377	0.0007508448752507	0.024460034087459455
GTF2IP12	0.2661825867505547	0.0009660980390084	0.028447764173388047
RP11-33B1.1	0.2175180871629244	0.0003033499515286	0.014443203745724716
PDE5A	0.2663318024849128	0.000233436872917	0.012503807124821055
PRDM5	0.6566606139401151	8.589008145332794e-07	0.0003025104081741986
NDNF	0.3537468324221718	0.0023982514566396	0.0488215620464068
KIAA1109	0.1622030883993964	0.0050955515895291	0.07617096176768144
LINC01091	0.2078917282861956	0.0008033242322901	0.025502699443312807
JADRR	0.0695519393892487	0.0012123221472723	0.03263466009067525
JADE1	0.1275846744277403	0.000553735054868	0.0204824215623024
SCLT1	0.1571650772466227	0.0048327032524113	0.07389970682388138
SLC7A11	0.3837641889860331	6.859319605171268e-06	0.001473791659195117
RP11-98O2.1	0.1752474359408554	0.0030791602509524	0.05686654817997071
ELF2	0.233788468279005	3.782461818906542e-05	0.004419313889774908
RP11-83A24.2	0.3019392117679379	0.0001582255184781	0.009951437217461332
RP11-83A24.1	0.2292754808050957	0.0073014301309605	0.09458938626231504
RAB33B	0.3428799919703495	1.9985215943140257e-05	0.0030222518248418638
ELMOD2	0.2696504969399286	0.0041758565480827	0.06776675715386192
GAB1	0.2089764661049841	0.000647069508979	0.022343338794548747
AK4P6	0.0512122836554218	0.0003561349345081	0.015768141398756038
FAM160A1	0.3327123551027357	0.0040228831800015	0.06649023268623733
RP11-164P12.5	0.3647541119225157	0.0004598205266709	0.018417110925911792
DKFZP434I0714	0.2193134636182087	0.0052393889229876	0.07730505948209164
KIAA0922	0.1053262464712039	0.0006094801153627	0.021662482611598515
TLR2	0.2981262824004116	0.0006333887081094	0.022122812765904266
